area,category,name,phone
"Beaumont, Dublin",              Hospitals,Beaumont Hospital Dept of Psychology,(01)8093260
"Beaumont, Dublin",Hospitals,Beaumont Hospital Finance Dept,(01)8093916
"Beaumont, Dublin",Hospitals,Beaumont Hospital Histopathology Dept,(01)8092679
"Beaumont, Dublin",Hospitals,Beaumont Hospital Dept of Psychology,(01)8093262
"Beaumont, Dublin",Hospitals,Beaumont Hospital Histopathology Dept,(01)8092072
"Beaumont, Dublin",Hospitals,Beaumont Hospital IQS Freedom of Information Dept,(01)8092866
"Beaumont, Dublin",Hospitals,Beaumont Hospital Coleman K Byrnes Unit,(01)8092150
"Beaumont, Dublin",Hospitals,Beaumont Hospital Ophthalmology Dept,(01)8093305
"Beaumont, Dublin",Hospitals,Beaumont Hospital Geriatric Medicine Dept,(01)8093281
"Beaumont, Dublin",Hospitals,Beaumont Hospital Histopathology Dept,(01)8092633
"Belfield, Dublin",Schools & Colleges - 3rd Level (Universities),University College Dublin,(01)7161590
"Belfield, Dublin",Schools & Colleges - 3rd Level (Universities),University College Dublin,(01)7067777
"Belfield, Dublin",Schools & Colleges - 3rd Level (Universities),University College Dublin,(01)7161649
"Belfield, Dublin",Schools & Colleges - 3rd Level (Universities),University College Dublin,(01)7161034
"Belfield, Dublin",Newsagents,Molloys Centra,(01)2195437
"Belfield, Dublin",Schools & Colleges - 3rd Level (Universities),University College Dublin,(01)7168505
"Belfield, Dublin",Schools & Colleges - 3rd Level (Universities),University College Dublin,(01)7161174
"Belfield, Dublin",Schools & Colleges - 3rd Level (Universities),University College Dublin,(01)2695539
"Belfield, Dublin",Schools & Colleges - 3rd Level (Universities),University College Dublin,(01)7167148
"Belfield, Dublin",Schools & Colleges - 3rd Level (Universities),University College Dublin,(01)7168204
"Belfield, Dublin",Schools & Colleges - 3rd Level (Universities),University College Dublin,(01)7164615
"Belfield, Dublin",Schools & Colleges - 3rd Level (Universities),University College Dublin,(01)2693244
"Belfield, Dublin",Sports Clubs & Associations,Irish Hockey Association,(01)7163261
"Belfield, Dublin",Schools & Colleges - 3rd Level (Universities),University College Dublin,(01)7168178
"Belfield, Dublin",Schools & Colleges - 3rd Level (Universities),University College Dublin,(01)7168730
"Belfield, Dublin",Surveyors - Marine,Maritime Management,(01)7163798
"Belfield, Dublin",Sports Goods - Wholesale,Mc Sport,(01)7162144
"Belfield, Dublin",Social Clubs,U C D Students Clubs,(01)2696161
"Balbriggan, Dublin",Project Management,P.M.C.,(01)8412912
"Balbriggan, Dublin",Heating Contractors - Domestic,MCB Plumbing & Heating,(01)8834844
"Ballymount, Dublin",Watches - Wholesale,Timemark Ltd,(01)4092540
"Ballymount, Dublin","Waste Disposal Equipment, Supplies & Repairs",Charmount Ltd,(01)4504014
"Ballymount, Dublin",Warehouses - General,Sydney Cooper Distribution Ltd,(01)4507277
"Ballymount, Dublin",Ventilation Equipment,Redbro Ltd,(01)4081255
"Ballymount, Dublin",Ventilation Equipment,Mech-Elec Distributors Ltd,(01)4508822
"Ballymount, Dublin",Vending Machines,Selecta Refreshments Ltd,(01)4564670
"Ballymount, Dublin",Vending Machines,Vendit Ltd,(01)4626656
"Ballyfermot, Dublin",Roofing Contractors,A.A.A. Ever Ready Roofing,(01)6231188
"Ballyfermot, Dublin",Restaurants - Unlicensed,Food for Thought,(01)6208533
"Ballyfermot, Dublin",Restaurants - Unlicensed,J.R's Coffee Bar,(01)6267010
"Ballsbridge, Dublin",Market Research & Analysis,AmÃ¡rach Consulting,(01)6605506
"Artane, Dublin",Driving Schools,Appollo Driving School,(01)8313101
"Artane, Dublin",Doors,Samson Shutters,(01)8328166
"Artane, Dublin",Do-It-Yourself Supplies,Artane Hardware Ltd,(01)8310606
"Artane, Dublin",Document Imaging & Scanning,Document Control Services Ltd,(01)8475055
"Artane, Dublin",Doctors - General Practitioners,Teeling Dr Barry,(01)8328225
"Artane, Dublin",Doctors - General Practitioners,Blennerhassett Dr John,(01)8336977
"Artane, Dublin",Doctors - General Practitioners,Butterfield Dr Helena,(01)8310762
"Artane, Dublin",Doctors - General Practitioners,Maguire Dr M,(01)8471444
"Artane, Dublin",Doctors - General Practitioners,Taylor Dr John,(01)8475037
"Artane, Dublin",Doctors - General Practitioners,Hampson Dr Aidan,(01)8312260
"Beaumont, Dublin",Hospitals,Beaumont Hospital ECG Dept,(01)8092444
"Beaumont, Dublin",Hospitals,Beaumont Hospital Organisational Development Division,(01)7974749
"Beaumont, Dublin",Hospitals,Beaumont Hospital Organisational Development Division,(01)7974771
"Beaumont, Dublin",Hospitals,Beaumont Hospital Adam McConnell Ward,(01)8092402
"Beaumont, Dublin",Hospitals,Beaumont Hospital Stephen Doyle Endocscopy Unit,(01)8093194
"Belfield, Dublin",Recruitment Specialists,Life Recruitment,(01)7163674
"Belfield, Dublin",Schools & Colleges - 3rd Level (Universities),University College Dublin,(01)7167777
"Belfield, Dublin",Language Schools & Courses,Asian Institute The Ltd,(01)2899608
"Belfield, Dublin",Language Schools & Courses,Applied Language Centre,(01)7167900
"Belfield, Dublin",Holiday Homes & Self Catering Accommodation,U.C.D. Village,(01)2697111
"Belfield, Dublin",Dieticians & Nutritionists,O'Neill's Sports Medical ctr,(01)7162139
"Belfield, Dublin",Research & Development Organisations,Java Clinical Research,(01)7163640
"Balbriggan, Dublin",Plumbing Contractors,McGuirk's Plumbing & Heating Co Ltd,(087)9719711
"Balbriggan, Dublin",Plumbing Contractors,Duffy Plumbing & Heating,(086)2345954
"Ballymount, Dublin",Valves,Express Valve Services,(01)4097986
"Ballymount, Dublin",Upholsterers,Chi Design,(01)4601960
"Ballymount, Dublin",Transformers,Tri-Phase Controls Ltd,(01)4569990
"Ballymount, Dublin",Trailers - Heavy Haulage,DLR Transport Ltd,(01)4298277
"Ballymount, Dublin",Tool Distributors & Wholesalers,Stafford John & Sons (Dublin) Ltd,(01)4506612
"Ballymount, Dublin",Windows,Carlson Timber Systems,(01)4625777
"Ballymount, Dublin",Telecommunications,Swedia Networks,(01)4595874
"Ballymount, Dublin",Telecommunications,Swedia Networks Ireland,(01)8036144
"Ballymount, Dublin",Tax Consultants,McCann Duffy Cleary,(01)4298670
"Ballymount, Dublin",Surveyors - General Practice,USA Ltd,(01)4564991
"Ballymount, Dublin",Surveying Instruments,Topcon Ireland,(01)4600021
"Ballymount, Dublin",Surveying Instruments,SIS Ltd,(01)4568650
"Ballymount, Dublin",Storage & Self Service Storage,Store It,(01)4299555
"Ballyfermot, Dublin",Restaurants - Unlicensed,Dunkin Donuts,(01)6260055
"Ballyfermot, Dublin",Removal & Storage,Geoghegan Removals,(01)6263035
"Ballyfermot, Dublin",Recycling & Recycling Equipment,Rehab Recycle,(1800)661551
"Ballyfermot, Dublin",Recording Studios,Ikor Managment Studios,(01)6239490
"Ballyfermot, Dublin",Radio Stations,West Dublin Community Radio,(01)6261160
"Ballyfermot, Dublin",Public Houses & Lounge Bars,Decies County Bar,(01)6265019
"Ballyfermot, Dublin",Public Houses & Lounge Bars,Ruby Finnegans,(01)6264053
"Ballyfermot, Dublin",Public Houses & Lounge Bars,Chasers,(01)6265124
"Ballyfermot, Dublin",Public Houses & Lounge Bars,Seventy Nine Inn The,(01)6264994
"Ballyfermot, Dublin",Public Houses & Lounge Bars,Downeys,(01)6264679
"Ballyfermot, Dublin",Public Houses & Lounge Bars,Fowlers,(01)6264927
"Ballsbridge, Dublin",Market Research & Analysis,Survey Research Ireland,(01)2696225
"Ballsbridge, Dublin",Manufacturers' Agents & Distributors,B. Sharpe Hemp,(087)2195305
"Ballsbridge, Dublin",Management Training,PSM Ltd,(01)6606677
"Ballsbridge, Dublin",Management Training,T.E.C. (Ireland),(01)6319358
"Ballsbridge, Dublin",Management Consultants,Cannizaro Productivity Svcs Ltd,(01)6678355
"Ballsbridge, Dublin",Management Consultants,PA Consulting Group,(01)6684346
"Ballsbridge, Dublin",Management Consultants,O'Reilly Frank,(087)2384849
"Artane, Dublin",Doctors - General Practitioners,O'Toole Dr Sean,(01)8327457
"Artane, Dublin",Dental Surgeons,Nolan V H BDS NUI,(01)8313557
"Artane, Dublin",Dental Surgeons,Fagan Daragh B.Dent. SC.,(01)8310627
"Artane, Dublin",Dental Surgeons,Beirne Joe M. B.A.B.Dent.Sc.,(01)8310209
"Artane, Dublin",Dental Repairs,A1 Dental Repairs,(01)8331597
"Artane, Dublin",Dancing Schools,Keating Marie School Of Dance,(01)8332738
"Beaumont, Dublin",Hospitals,Beaumont Hospital Histopathology Dept,(01)8092638
"Beaumont, Dublin",Hospitals,Beaumont Hospital Dept of Psychology,(01)8093359
"Beaumont, Dublin",Hospitals,Beaumont Hospital IQS Health Promotion Dept,(01)8092018
"Beaumont, Dublin",Hospitals,Beaumont Hospital Security,(01)8092142
"Beaumont, Dublin",Hospitals,Beaumont Hospital Microbiology Dept,(01)8093312
"Beaumont, Dublin",Hospitals,Beaumont Hospital Histocompatibility & Immunogenetics,(01)8092661
"Beaumont, Dublin",Convents,Sisters of St Joseph of Chambery,(01)8478433
"Beaumont, Dublin",Hospitals,Beaumont Hospital Telecommunications Dept,(01)8528138
"Beaumont, Dublin",Hospitals,Beaumont Hospital Dept of Neurophysics,(01)8092212
"Beaumont, Dublin",Hospitals,Beaumont Hospital Finance Dept,(01)8092404
"Beaumont, Dublin",Hospitals,Beaumont Hospital Echo Dept,(01)8092447
"Belfield, Dublin",Sandwich Bars & Delivery Services,O'Brien's Sandwich Bar,(01)4743030
"Belfield, Dublin",Sandwich Bars & Delivery Services,O'Brien's Sandwich Bar,(01)7062629
"Belfield, Dublin",Computer Based Training,Cornerstone International,(01)7163748
"Belfield, Dublin",Booksellers,Campus Bookshop The,(01)2691384
"Belfield, Dublin",Bicycles - Hire,Belfield Bike Shop,(01)2600749
"Balbriggan, Dublin",Plastering Contractors,John Mayor Plastering Services,(086)3773389
"Balbriggan, Dublin",Plant Hire & Contractors,Delahan Eric,(01)8411243
"Balbriggan, Dublin",Plant Hire & Contractors,O'Rourke Plant Hire,(01)8415942
"Balbriggan, Dublin",Pipes - Manufacturing,Wavin Ireland Ltd,(01)8020200
"Balbriggan, Dublin",Pile Driving Contractors,Hamilton Bogie,(01)8834880
"Balbriggan, Dublin",Physiotherapists,Chartered Physiotherapists In Private Practice,(01)8415194
"Ballymount, Dublin",Steel,McArthur Group Ltd,(01)4505070
"Ballymount, Dublin",Stationery - Manufacturing,Phillips A.E. Ltd,(01)4568788
"Ballymount, Dublin",Stationery,3R's Office Supplies Ltd,(01)4567221
"Ballymount, Dublin",Springs,Mec Springs Ltd,(01)4503399
"Ballymount, Dublin",Sports Wear,Sports Direct,(01)4080672
"Ballymount, Dublin",Sports Wear ,Umbro,(01)4509194
"Ballymount, Dublin",Sports Wear,Sports Direct,(01)4080671
"Ballymount, Dublin",Signs,Image Technical Services,(01)4092577
"Ballymount, Dublin",Shop Fitters,Wood Kings Ltd,(01)4506344
"Ballymount, Dublin",Shelving & Racking,DB Office Supplies,(01)4604556
"Ballymount, Dublin",Security Services,Aran Security Ltd,(1890)946709
"Ballyfermot, Dublin",Protective Clothing & Equipment,Protec Safety Ltd,(01)6261900
"Ballyfermot, Dublin",Printing - Plates,Litho Studios Ltd,(01)6266123
"Ballyfermot, Dublin",Printing - Pad Process,LR Printing,(01)6269707
"Ballyfermot, Dublin",Printing,Martin Colour Printers Ltd,(01)6235063
"Ballyfermot, Dublin",Print Finishers,Printglaze Services,(01)6269666
"Ballyfermot, Dublin",Print Finishers,Print Finishers Ltd,(01)6235678
"Ballyfermot, Dublin",Post Offices,An Post,(01)6265716
"Ballyfermot, Dublin",Post Offices,An Post,(01)6267736
"Ballsbridge, Dublin",Management Consultants,Lawlor Mike & Associates,(01)2600471
"Ballsbridge, Dublin",Management Consultants,Translation Management,(01)6621159
"Ballsbridge, Dublin",Management Consultants,Arglye Asset Management Ltd,(01)6629192
"Ballsbridge, Dublin",Management Consultants,Goodbody Economic Consultants,(01)6410482
"Artane, Dublin",Curtain Cleaning,Prescotts Cleaners Ltd,(01)8311175
"Artane, Dublin",Jewellers - Wholesale,AMARO Ireland,(01)8479883
"Artane, Dublin",Credit Unions,"Donnycarney, Beaumont & District Credit Union",(01)8319441
"Artane, Dublin",Credit Unions,"Donnycarney, Beaumont & District Credit Union",(01)8328360
"Artane, Dublin",Creches & Nursery Schools,Smart Kids Creche,(01)8530181
"Artane, Dublin",Creches & Nursery Schools,Cuckoos Nest Childcare & Montessori,(01)8327654
"Artane, Dublin",Creches & Nursery Schools,Playroom The,(01)8512453
"Artane, Dublin",Creches & Nursery Schools,Happy Days Nursery,(01)8470784
"Artane, Dublin",Courier Service,E Couriers,(086)8340231
"Artane, Dublin",Counselling & Advisory Services,Marino Therapy Centre,(01)8333126
"Artane, Dublin",Counselling & Advisory Services,Cox Ann,(01)8312889
"Artane, Dublin",Counselling & Advisory Services,Artane Counselling Services,(01)8512530
"Artane, Dublin",Contact Lenses,O'Sullivan Optical,(01)8483094
"Artane, Dublin",Conservatories,Avant Garde Homes,(01)8465777
"Artane, Dublin",Computers,Budget Computing Services,(01)8332358
"Artane, Dublin",Computers,Mc Manus Mark,(01)8315891
"Artane, Dublin",Computers,ezIT.ie,(01)8320611
"Artane, Dublin",Computer Supplies & Accessories,Cartridge World,(01)8329560
"Beaumont, Dublin",Hospitals,Beaumont Hospital Hepatology Dept,(01)8092221
"Beaumont, Dublin",Hospitals,Beaumont Hospital Organisational Development Division,(01)8092177
"Beaumont, Dublin",Hospitals,Beaumont Hospital Finance Dept,(01)8092107
"Beaumont, Dublin",Hospitals,Beaumont Hospital Nephrology & Renal Transplant Medicine,(01)8092297
"Beaumont, Dublin",Hospitals,Beaumont Hospital St Anne's (ENT) Ward,(01)8092395
"Beaumont, Dublin",Hospitals,Beaumont Hospital Phlebotomy Dept,(01)8092325
"Beaumont, Dublin",Hospitals,Leader Prof M,(01)8377755
"Beaumont, Dublin",Hospitals,Beaumont Hospital Dept of Psychology,(01)8092451
"Beaumont, Dublin",Hospitals,Beaumont Hospital Security,(01)8528332
"Beaumont, Dublin  ",Hospitals,Beaumont Hospital Histopathology Dept,(01)8093435
"Beaumont, Dublin",Hospitals,Beaumont Hospital Hepatology Dept,(01)8090220
"Beaumont, Dublin",Hospitals,Beaumont Hospital Organisational Development Division,(01)8092867
"Beaumont, Dublin",Hospitals,Beaumont Hospital Endocrinology Department,(01)8092688
"Beaumont, Dublin",Hospitals,Beaumont Hospital Histopathology Dept,(01)8092632
"Balbriggan, Dublin",Physical Therapy,Irish Association Of Physical Therapists,(01)8417701
"Balbriggan, Dublin",Pet Shops,Pet Shop,(01)8415170
"Balbriggan, Dublin",Painting & Decorating Contractors,Darragh D. G.,(01)8412678
"Balbriggan, Dublin",Painting & Decorating Contractors,Cannon Gareth,(01)8413904
"Balbriggan, Dublin",Painting & Decorating Contractors,Corcoran Bernard,(01)8413297
"Balbriggan, Dublin",Painting & Decorating Contractors,McGrogan Sean,(01)8412011
"Balbriggan, Dublin",Painting & Decorating Contractors,Sweeney Paul,(01)8411028
"Balbriggan, Dublin",Painting & Decorating Contractors,Alex  Robertson Painting & Decorating,(087)2318453
"Balbriggan, Dublin","Paint, Varnish & Lacquer",Albany Home Decor,(01)8414081
"Balbriggan, Dublin",Packaging Service,Fingal D & D Ltd,(01)8412588
"Balbriggan, Dublin",Overseas Property Sales & Letting,Turkish Riviera Properties,(087)2595377
"Balbriggan, Dublin",Optical Goods - Wholesale,John Flannery Ltd,(01)8411235
"Balbriggan, Dublin",Oils - Fuel,Kavanagh Oil,(01)8490027
"Balbriggan, Dublin",                      Oils - Fuel,Emo Oil,(01)8416398
"Balbriggan, Dublin",Office Facilities,Linncomm,(01)8834834
"Balbriggan, Dublin",Off Licences & Wine Stores,Cheers Off Licence,(01)6903370
"Balbriggan, Dublin",Nurses,All In Care,(01)8416662
"Balbriggan, Dublin",Nurseries - Horticultural,Balbriggan Nursery,(01)8412459
"Balbriggan, Dublin",Newsagents,O'Regan M P,(01)8411723
"Balbriggan, Dublin",Newsagents,Castle News N Toys,(01)6904414
"Balbriggan, Dublin",Newsagents,Sadleir David,(01)8413731
"Blackrock, Dublin",Accounting & Bookkeeping Service,Kevin Feeney Accountant,(087)6113455
"Ballymount, Dublin",Security Services,C & M Patrols Ltd,(01)4504721
"Ballymount, Dublin",Security Services,Aran Security Ltd,(01)4567222
"Ballymount, Dublin",Seating - Commercial,Allied Systems & Products Ltd,(01)4504541
"Ballymount, Dublin","Security Devices, Seals & Tags",Security & Cargo Seals Ltd,(1890)946708
"Ballymount, Dublin","Security Devices, Seals & Tags",Security & Cargo Seals Ltd,(01)4567223
"Ballymount, Dublin",School Supplies,Star School Supplies,(01)4595322
"Ballymount, Dublin",Scaffolding & Formwork,Acrow,(01)4505409
"Ballymount, Dublin",Safety Consultants & Training,National Irish Safety Organisation,(01)4659760
"Ballymount, Dublin",Roofing Contractors,Facton Ltd,(01)4601490
"Ballymount, Dublin",Roofing Contractors,Crowley & Sons Roofing & Construction,(01)8351732
"Ballymount, Dublin",Roofing Contractors,Fetherston John Roofing Ltd,(01)4605927
"Ballymount, Dublin",Roofing Contractors,Nationwide Roofing Ltd,(01)4298908
"Ballymount, Dublin",Rehearsal Studios,Sound Lease Rehearsal Studio,(01)4602408
"Ballymount, Dublin",Refrigeration Equipment - Parts,Refrigeration Distributors Ltd (R.D.L.),(01)4506001
"Ballymount, Dublin",Recycling & Recycling Equipment,Repak Ltd,(01)4670190
"Ballymount, Dublin",Recruitment Specialists,O'Neill & Brennan Techinical & Professional Recruitment,(01)4565031
"Ballyfermot, Dublin",Post Offices,An Post,(01)6269801
"Ballyfermot, Dublin",Plastics - Plastic Products,Compuplast,(01)6269525
"Ballyfermot, Dublin",Plastics - Manufacturing Processes,Rom Plastics (Sales) Ltd,(01)6260500
"Ballyfermot, Dublin",Plastering Contractors,Byrne David,(01)6261976
"Ballyfermot, Dublin",Pipes & Pipeline Fittings,Capper Plastics,(01)4141414
"Ballyfermot, Dublin",Pet Grooming & Supplies,Canine Comforts,(01)6267120
"Ballyfermot, Dublin",Paper & Board Merchants,McNAUGHTON PAPER IRELAND LTD,(01)6055310
"Ballyfermot, Dublin",Paper & Board Merchants,Supreme Paper Co Ltd,(01)6261598
"Ballyfermot, Dublin",Pallets,Paddy Mulligan Pallet Sales Ltd,(01)6231241
"Ballyfermot, Dublin",Painting & Decorating Contractors,Christie Liam,(01)6266150
"Ballyfermot, Dublin",Painting & Decorating Contractors,O'Neill J,(01)6269927
"Ballyfermot, Dublin",Packaging Materials,C V P Irish Polythene Packaging,(01)5005800
"Ballyfermot, Dublin",Packaging Materials,VentMac Packaging Materials,(01)6200076
"Ballyfermot, Dublin",Overseas Property Sales & Letting,Costello Villas,(01)6268266
"Ballsbridge, Dublin",Lighting Fixtures & Supplies,Litech Ltd,(01)6603755
"Ballsbridge, Dublin",Stage Lighting & Equipment,Griffin Bernard,(01)2196297
"Ballsbridge, Dublin",Lighting Equipment - Special Effects,High Resolution Lighting Ltd,(01)2196345
"Ballsbridge, Dublin",Life & Business Coaches,STEP,(01)6672433
"Ballsbridge, Dublin",Life & Business Coaches,Kilcoyne Ms Jane,(087)7904164
"Ballsbridge, Dublin",Life & Business Coaches,Finigan Karen,(01)2606848
"Ballsbridge, Dublin",Life & Business Coaches,Denis Mahoney,(086)1232038
"Ballsbridge, Dublin",Lasers,Karlam Survey Supplies,(01)2694217
"Ballsbridge, Dublin",Language Schools & Courses,Living Language,(01)6604911
"Ballsbridge, Dublin",Language Schools & Courses,Integrate Ireland Language & Training ltd,(01)6677232
"Ballsbridge, Dublin",Landscape Gardeners & Contractors,Setanta Landscapes Ltd,(01)6675861
"Ballsbridge, Dublin",Landscape Gardeners & Contractors,Dermot Mr Mc Dowell,(086)3331067
"Ballsbridge, Dublin",Landscape Gardeners & Contractors,Capability Landscaping,(086)333667
"Ballsbridge, Dublin",Landscape Architects,Bernard Hickie,(086)2514292
"Ballsbridge, Dublin",Landscape Architects,Diamond Stephen Associates,(01)2026920
"Ballsbridge, Dublin",Ladies Fashions,Brooks Charlotte,(01)6678990
"Ballsbridge, Dublin",Ladies Fashions,Sasha Head Office,(01)6602878
"Ballsbridge, Dublin",Ladies Fashions,Compagnie L,(01)2601580
"Ballsbridge, Dublin",Laboratory Equipment & Supplies,Eunice Health Care ltd,(01)6602669
"Ballsbridge, Dublin",Laboratory Equipment & Supplies,Davidson & Hardy Ltd,(01)6600725
"Ballsbridge, Dublin",Restaurants - Licensed,Kites Restaurant,(01)6607415
"Ballsbridge, Dublin",Kitchen Cabinets & Units,McNALLY KITCHENS LTD,(01)6604856
"Artane, Dublin",Computer Software,Wellington Computer Systems,(01)8058790
"Artane, Dublin",Computer Maintenance & Repairs,Hardware Support,(01)8485100
"Artane, Dublin",Computer Maintenance & Repairs,It Computer Service,(01)8329869
"Artane, Dublin",Coffee Importers & Merchants,Caffe Tico,(01)6381090
"Artane, Dublin",Coal Merchants,Gallagher John Ltd,(01)8311244
"Artane, Dublin",Coaches - Charter Services,Ace Mini-Bus & Coach Hire,(01)8482368
"Artane, Dublin",Clothing - Manufacturing,Styletex Ltd,(01)8327644
"Artane, Dublin",Cleaning & Maintenance Service,Irish Union,(087)2549845
"Artane, Dublin",Churches,Trinity Church Network,(01)8316912
"Artane, Dublin",Chiropodists,O'Connor Barbara M.Inst.Ch.P.L.Ch.,(01)8770818
"Artane, Dublin",Chimney Cleaning,All Clear Chimney Cleaning Citywide,(01)8311653
"Artane, Dublin",Childrens' & Baby Wear- Agents & Wholesalers,Hoppers Ltd,(01)8476471
"Artane, Dublin",Chemists - Pharmaceutical,Quinn Ml James,(01)8338803
"Artane, Dublin",Chemists - Pharmaceutical,Cusack's Pharmacy,(01)8311898
"Artane, Dublin",Chemists - Pharmaceutical,O'Keeffe's,(01)8318617
"Artane, Dublin",Chemists - Pharmaceutical,Bradley Evelyn Ltd,(01)8311667
"Artane, Dublin",Chemists - Pharmaceutical,O'Farrell Noel MPSI,(01)8311852
"Artane, Dublin",Chemists - Pharmaceutical,Health Express Pharmacy,(01)8511692
"Artane, Dublin",Chemicals,Evans Vanodine Chemicals,(01)8485767
"Artane, Dublin",Catering Equipment,Catering Utensils & Equipment Company,(01)8474234
"Artane, Dublin",Caterers,Campbell Catering Ltd,(01)8160700
"Artane, Dublin",Cash Registers & Suppliers,Irish Technology Services,(01)8775592
"Beaumont, Dublin",Hospitals,Beaumont Hospital IQS Occupational Health Dept,(01)8093273
"Beaumont, Dublin",Hospitals,Beaumont Hospital Ophthalmology Dept,(01)8092882
"Beaumont, Dublin",Hospitals,Beaumont Hospital Occupational Therapy,(01)8092523
"Beaumont, Dublin",Hospitals,Beaumont Hospital Ophthalmology Dept,(01)8092609
"Beaumont, Dublin",Hospitals,Beaumont Hospital Technical Services Dept,(01)8092333
"Beaumont, Dublin",Hospitals,Beaumont Hospital Mortuary Services,(01)8528180
"Beaumont, Dublin",Hospitals,Beaumont Hospital Ophthalmology Dept,(01)8092883
"Beaumont, Dublin",Hospitals,Beaumont Hospital ITU (Intensive Therapy Unit),(01)8092494
"Beaumont, Dublin",Hairdressers - Ladies,"Cooke, Siobhan",(01)8621045
"Beaumont, Dublin",Hospitals,Beaumont Hospital IQS Health & Safety Dept,(01)8093003
"Beaumont, Dublin",Hospitals,Beaumont Consultants Private Clinic Ltd Geni and Colrectal,(01)8369167
"Beaumont, Dublin",Fruit & Vegetables,Barry's Pick of The Crop,(01)8425264
"Beaumont, Dublin",Alternative & Complementary Medicine,"Alison Byrne Healing, Holistic Couses & Therapies",(086)3304357
"Beaumont, Dublin",Printing,Syrom Systems Ltd,(01)8520018
"Beaumont, Dublin",Hospitals,Beaumont Hospital Hospital Radio,(01)8092486
"Beaumont, Dublin",Hospitals,Beaumont Hospital Dept of Psychology,(01)8092601
"Beaumont, Dublin",Hospitals,Beaumont Hospital Ophthalmology Dept,(01)7974708
"Beaumont, Dublin",Doctors - Consultants,"McElvaney Prof, Gerry",(01)8571543
"Beaumont, Dublin",Charities & Caring Groups,Irish Kidney Association,(01)8373952
"Beaumont, Dublin",Montessori Schools,Elm Mount Montessori School,(01)8315952
"Beaumont, Dublin",Trade Associations & Trade Unions,Operative Plasterers Trade Union,(01)8625188
"Balbriggan, Dublin",Music Schools,Songschool Ltd,(01)8417573
"Balbriggan, Dublin",Mortgage Brokers & Services,Leinster Mortgage Company,(01)8493900
"Balbriggan, Dublin",Mobile Phones & Communications,M2M Telematics Ltd,(01)8020441
"Balbriggan, Dublin",Mobile Phones & Communications,O2 Communications (Ireland) Limited,(01)8416060
"Balbriggan, Dublin",Milk,Tolan Brendan,(01)8412420
"Balbriggan, Dublin",Men's Wear,Exile Clothing,(01)8416430
"Balbriggan, Dublin",Mechanical Engineers,Hamilton Engineering,(01)8415495
"Balbriggan, Dublin",Locks & Locksmiths,Mobile Key Locksmith,(01)8414263
"Balbriggan, Dublin",Linens - Manufacturing,Gallen Chas & Co Ltd,(01)8412603
"Balbriggan, Dublin",Lead,M&I Lead Roofing,(01)8496522
"Balbriggan, Dublin",Lawnmowers,Gough B.,(01)8412417
"Balbriggan, Dublin",Lawn Turf Supplies,Bridge Turf Lawns,(01)8412348
"Balbriggan, Dublin",Launderettes,Suds Laundry Shop,(01)8416066
"Balbriggan, Dublin",Landscape Gardeners & Contractors,Greenlands Landscapes,(01)8415757
"Balbriggan, Dublin",Landscape Gardeners & Contractors,Donegan Peter Landscaping Ltd,(01)8078712
"Balbriggan, Dublin",Landscape Gardeners & Contractors,Garden's Green,(086)1529432
"Balbriggan, Dublin",Ladies Fashions,Elegance,(01)8415014
"Blackrock, Dublin",Yoga & Pilates,Ashtanga Yoga Dublin,(087)2376383
"Blackrock, Dublin",Water Treatment,Aquavarra Research Ltd,(01)2783107
"Blackrock, Dublin",Photographers,Meabh Fitzpatrick Photography,(087)6978414
"Blackrock, Dublin",Marketing Consultants,Rain Communications,(01)2999700
"Blackrock, Dublin",Heating Contractors - Domestic,The Gas Man Ltd,(087)2519014
"Blackrock, Dublin",Financial Services,Financial Management Services,(01)2783623
"Blackrock, Dublin",Roofing Contractors,PJ Plastics,(1890)947683
"Blackrock, Dublin",Engineers - Consulting,Hanley Pepper,(01)2832967
"Blackrock, Dublin",Green Guide - Energy Management & Conservation,Deely,(087)9213000
"Blackrock, Dublin",Mortgage Brokers & Services,IFG Mortgages,(01)2780400
"Blackrock, Dublin",Green Guide - Energy Management & Conservation,Irish Energy,(1890)948801
"Blackrock, Dublin",Takeaway Foods,Di Murro G,(01)2692666
"Blackrock, Dublin",Graphic Designers,Kieron McHugh Design,(01)2065013
"Blackrock, Dublin",Management Consultants,Philanthropia International Ltd,(01)2897864
"Blackrock, Dublin",Graphic Designers,"Francis, Paul",(01)2070610
"Blackrock, Dublin",Graphic Designers,Lambkin Design,(01)2692346
"Blackrock, Dublin",Computer Maintenance & Repairs, Aardvark I.T. ,(01)2844478
"Blackrock, Dublin",Internet Services,Compass Informatics Ltd,(01)2104580
"Blackrock, Dublin",Ladies Fashions,Devernois,(01)2100014
"Blackrock, Dublin",Engineers - Consulting, Clifton Scannell Emerson Associates ,(01)2885006
"Blackrock, Dublin",Internet Services,Evolution-E Internet Ltd,(01)2885118
"Blakes Cross, Dublin",Tyres,First Stop Tyre Centres,(01)8437346
"Blakes Cross, Dublin",Tiles,Tiles Of Rome,(01)8404355
"Blakes Cross, Dublin",Bed & Breakfast,Brookfield Lodge,(01)8430043
"Bohernabreena, Dublin",Builders - General Contractors,Glenasmole Contruction,(01)4525850
"Bohernabreena, Dublin",Builders - General Contractors,John O` Grady Construction,(01)4517645
"Bohernabreena, Dublin",Crash Repairs,Bohernabreena Crash Repairs,(01)4625847
